epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
255,694.86,0.60921,1.07186,0.42075,1.05138,0.92433,0.9164,0.95472,0.84079,0.92433,0.9164,0.95648,0.82866,0.54746,0.97892,0.39483,1.04615,6.63292e-05,6.63292e-05,6.63292e-05
256,697.498,0.64123,1.1694,0.4188,1.08689,0.92604,0.9164,0.95486,0.83689,0.92604,0.9164,0.95641,0.82875,0.55095,0.9833,0.402,1.04829,6.39518e-05,6.39518e-05,6.39518e-05
257,700.148,0.58545,1.04152,0.39227,1.04984,0.93658,0.90675,0.95523,0.83793,0.93671,0.90424,0.95526,0.82937,0.55227,0.98807,0.40103,1.04803,6.16227e-05,6.16227e-05,6.16227e-05
258,702.855,0.63557,1.1055,0.42687,1.09348,0.93703,0.90903,0.95672,0.83718,0.93988,0.90489,0.95644,0.82915,0.55112,0.99089,0.40261,1.04589,5.93422e-05,5.93422e-05,5.93422e-05
259,705.393,0.5574,0.96297,0.37412,1.02799,0.94039,0.91314,0.95624,0.83717,0.94402,0.90354,0.95678,0.82762,0.55024,0.99133,0.4016,1.0456,5.71106e-05,5.71106e-05,5.71106e-05
260,707.922,0.58053,0.99566,0.3944,1.05082,0.92499,0.91961,0.9559,0.83698,0.94931,0.90331,0.95684,0.82884,0.54835,0.98839,0.40058,1.04386,5.49281e-05,5.49281e-05,5.49281e-05
261,710.514,0.63165,1.07331,0.42249,1.09327,0.92569,0.92127,0.95794,0.83589,0.94236,0.90354,0.95378,0.8294,0.54708,0.98764,0.39835,1.04354,5.2795e-05,5.2795e-05,5.2795e-05
262,713.192,0.61127,1.03137,0.40194,1.06065,0.91442,0.92759,0.95673,0.8376,0.91442,0.92759,0.9535,0.83014,0.54423,0.97977,0.39667,1.04301,5.07115e-05,5.07115e-05,5.07115e-05
263,715.701,0.60861,1.07608,0.39557,1.05538,0.91391,0.92283,0.9559,0.83792,0.94595,0.89068,0.95312,0.83166,0.54065,0.97645,0.39378,1.04114,4.86777e-05,4.86777e-05,4.86777e-05
264,718.767,0.57023,0.9216,0.37558,1.03021,0.92108,0.92605,0.95619,0.83862,0.92108,0.92605,0.9532,0.83257,0.54023,0.9704,0.39239,1.04065,4.66941e-05,4.66941e-05,4.66941e-05
265,721.336,0.6386,1.07885,0.41525,1.08031,0.92626,0.929,0.95603,0.84086,0.92626,0.929,0.95362,0.83467,0.53967,0.9717,0.39029,1.04149,4.47606e-05,4.47606e-05,4.47606e-05
266,724.128,0.61576,1.08603,0.41482,1.07561,0.92205,0.92926,0.95649,0.84047,0.92205,0.92926,0.9509,0.83536,0.5409,0.97493,0.38803,1.04259,4.28777e-05,4.28777e-05,4.28777e-05
267,726.563,0.60941,1.00399,0.38396,1.07954,0.92085,0.93248,0.95665,0.8426,0.92085,0.93248,0.95136,0.8337,0.54145,0.97373,0.38825,1.04347,4.10454e-05,4.10454e-05,4.10454e-05
268,729.402,0.60872,1.08556,0.41592,1.08598,0.91316,0.93248,0.95723,0.84116,0.91642,0.93569,0.95609,0.8346,0.54036,0.975,0.39124,1.04333,3.9264e-05,3.9264e-05,3.9264e-05
269,731.914,0.64189,1.10826,0.41805,1.08772,0.9174,0.92854,0.95722,0.83962,0.92058,0.93176,0.9586,0.8319,0.53883,0.98175,0.39452,1.0413,3.75337e-05,3.75337e-05,3.75337e-05
270,734.504,0.60545,0.97967,0.40266,1.05274,0.92049,0.93068,0.9574,0.84086,0.92367,0.9339,0.95879,0.83257,0.54078,0.98343,0.39409,1.04197,3.58546e-05,3.58546e-05,3.58546e-05
271,737.161,0.58243,0.95524,0.38439,1.05157,0.92253,0.92926,0.95723,0.83984,0.92572,0.93248,0.95851,0.83406,0.54089,0.98075,0.3966,1.04098,3.4227e-05,3.4227e-05,3.4227e-05
272,740.358,0.59208,1.03942,0.39709,1.06721,0.92322,0.92796,0.95763,0.83839,0.93177,0.92283,0.95892,0.83458,0.54363,0.98866,0.39665,1.04264,3.2651e-05,3.2651e-05,3.2651e-05
273,743.462,0.58885,1.09661,0.4183,1.06648,0.92574,0.92194,0.95694,0.83766,0.92893,0.92465,0.95837,0.83455,0.54519,0.9958,0.39797,1.04243,3.11268e-05,3.11268e-05,3.11268e-05
274,746.22,0.6098,1.09546,0.40511,1.07236,0.92491,0.92283,0.95686,0.84007,0.94074,0.91876,0.95813,0.8336,0.54692,0.99603,0.40047,1.04384,2.96546e-05,2.96546e-05,2.96546e-05
275,748.992,0.54192,0.91497,0.37646,1.01665,0.92573,0.92605,0.95783,0.83969,0.92895,0.92926,0.95709,0.83278,0.54479,0.9988,0.39928,1.04118,2.82345e-05,2.82345e-05,2.82345e-05
276,752.038,0.58666,1.09852,0.39608,1.05979,0.92634,0.93003,0.95947,0.84224,0.92954,0.93324,0.95956,0.83395,0.54408,0.99831,0.40021,1.04094,2.68667e-05,2.68667e-05,2.68667e-05
277,754.686,0.53933,0.86365,0.36275,1.00846,0.9248,0.92926,0.95788,0.84222,0.928,0.93248,0.95974,0.83172,0.54252,0.99645,0.40109,1.03936,2.55513e-05,2.55513e-05,2.55513e-05
278,757.398,0.60563,1.03142,0.40388,1.04996,0.92648,0.93192,0.95753,0.84376,0.92965,0.93486,0.95967,0.83441,0.53995,0.99397,0.39827,1.03759,2.42885e-05,2.42885e-05,2.42885e-05
279,760.663,0.58627,0.95715,0.38155,1.06201,0.92466,0.92605,0.95732,0.8433,0.9328,0.93248,0.95977,0.83318,0.53885,0.98855,0.39861,1.03703,2.30784e-05,2.30784e-05,2.30784e-05
280,763.801,0.56914,0.89181,0.37633,1.03458,0.92481,0.92605,0.95711,0.84244,0.93459,0.93248,0.95924,0.83161,0.53737,0.99233,0.39945,1.03718,2.19212e-05,2.19212e-05,2.19212e-05
281,766.467,0.47943,0.73421,0.33317,0.98075,0.9152,0.93697,0.9568,0.84182,0.93951,0.91961,0.95918,0.83224,0.53643,0.99063,0.40066,1.0384,2.08169e-05,2.08169e-05,2.08169e-05
282,768.392,0.46998,0.75034,0.33946,1.00092,0.92478,0.92283,0.9563,0.84099,0.94071,0.92283,0.9589,0.83202,0.53651,0.99056,0.40058,1.04203,1.97658e-05,1.97658e-05,1.97658e-05
283,770.294,0.44507,0.69857,0.31037,0.97257,0.93118,0.91372,0.95531,0.83747,0.93447,0.9164,0.95819,0.83013,0.53622,0.99128,0.39991,1.04414,1.87678e-05,1.87678e-05,1.87678e-05
284,772.249,0.4802,0.77922,0.32407,0.98828,0.93722,0.91203,0.95548,0.83726,0.94037,0.91266,0.95809,0.82883,0.53738,0.98353,0.40261,1.04752,1.78232e-05,1.78232e-05,1.78232e-05
285,774.173,0.47099,0.75189,0.31643,1.00567,0.94326,0.90878,0.95554,0.83816,0.9466,0.91199,0.95821,0.82669,0.5379,0.98247,0.40194,1.04954,1.6932e-05,1.6932e-05,1.6932e-05
286,776.098,0.47509,0.73991,0.32411,1.00861,0.93597,0.90997,0.95659,0.83845,0.9396,0.91318,0.95905,0.82583,0.53508,0.98094,0.39863,1.04636,1.60943e-05,1.60943e-05,1.60943e-05
287,777.973,0.49197,0.77346,0.32644,1.02095,0.89184,0.95449,0.96155,0.83924,0.93485,0.92274,0.9597,0.82704,0.53743,0.98142,0.39868,1.04964,1.53102e-05,1.53102e-05,1.53102e-05
288,779.94,0.4562,0.69297,0.28261,0.98596,0.89127,0.94855,0.95653,0.83998,0.95252,0.90317,0.95883,0.82575,0.53722,0.98084,0.39615,1.04993,1.45798e-05,1.45798e-05,1.45798e-05
289,781.905,0.46022,0.69696,0.29757,0.98542,0.89625,0.94445,0.95626,0.8411,0.9347,0.92056,0.95892,0.826,0.53603,0.98607,0.39466,1.04939,1.39032e-05,1.39032e-05,1.39032e-05
290,783.869,0.45226,0.68843,0.31004,0.96955,0.91446,0.92809,0.95599,0.84197,0.9263,0.92605,0.95856,0.82763,0.54127,0.98703,0.39299,1.05467,1.32805e-05,1.32805e-05,1.32805e-05
291,785.711,0.46644,0.69878,0.29624,0.97923,0.91613,0.92926,0.9559,0.84124,0.92792,0.92605,0.95776,0.82803,0.53898,0.98246,0.39114,1.05343,1.27117e-05,1.27117e-05,1.27117e-05
292,787.67,0.44933,0.71164,0.29833,0.98327,0.91472,0.93126,0.95632,0.84223,0.92102,0.92926,0.9563,0.83015,0.53932,0.97461,0.38955,1.05422,1.21968e-05,1.21968e-05,1.21968e-05
293,789.635,0.45709,0.70068,0.30081,0.98754,0.91738,0.9283,0.95684,0.84282,0.94893,0.89624,0.95584,0.83272,0.53954,0.97105,0.38875,1.05425,1.1736e-05,1.1736e-05,1.1736e-05
294,791.569,0.46238,0.7143,0.30611,1.0046,0.91855,0.92283,0.95559,0.84303,0.91855,0.92283,0.95582,0.8314,0.53785,0.96624,0.38815,1.05215,1.13293e-05,1.13293e-05,1.13293e-05
295,793.376,0.4771,0.73604,0.30529,1.00272,0.91205,0.93364,0.95563,0.84464,0.91205,0.93364,0.95526,0.83123,0.53787,0.96435,0.38657,1.05157,1.09768e-05,1.09768e-05,1.09768e-05
296,795.322,0.45682,0.67951,0.3041,0.99219,0.91355,0.92605,0.95644,0.84431,0.91355,0.92605,0.95523,0.83277,0.5375,0.96124,0.38749,1.05208,1.06784e-05,1.06784e-05,1.06784e-05
297,797.277,0.45007,0.71342,0.29953,0.96596,0.91157,0.92811,0.95647,0.84448,0.91505,0.92605,0.95472,0.83119,0.53721,0.96265,0.38626,1.05228,1.04342e-05,1.04342e-05,1.04342e-05
298,799.231,0.46094,0.70277,0.29862,0.98126,0.89377,0.94534,0.95463,0.84321,0.92576,0.92283,0.95528,0.83379,0.53634,0.95884,0.38622,1.05159,1.02443e-05,1.02443e-05,1.02443e-05
299,801.072,0.46283,0.7132,0.31246,0.99183,0.90116,0.94212,0.95496,0.84368,0.92255,0.91924,0.95485,0.83398,0.5431,0.9557,0.38698,1.05985,1.01086e-05,1.01086e-05,1.01086e-05
300,803.027,0.46803,0.7154,0.28752,0.99401,0.89857,0.93891,0.95529,0.84338,0.92237,0.92605,0.95458,0.83197,0.53517,0.95836,0.38199,1.05018,1.00271e-05,1.00271e-05,1.00271e-05
